Sr.No.,Category,Name of Book,Author,Acc.No,Price ,quantity,availibility,Rack No.,accession_date,Classification/Section No.,Publisher ,Publisher Place,year,Pages,ISBN,Receipt No.,added_on
172,Education,Hindi Shikshan Vidhi,"Bhatia,M.M.;Narang,C.L",B.Ed/172,150.5,1,1,4,,370/BHA,Tandon Publications,Ludhiana,,444+(28),,,
173,Reference,Shaikshanik Sanshodhan Namuna Nivad,"Parasnis,Hemlata",B.Ed/173,30,1,1,4,,370/PAA,Nitya Nutan Prakashan,Pune,2009,60,,,
174,Reference,Shaikshanik Sanshodhan Namuna Nivad,"Parasnis,Hemlata",B.Ed/174,30,1,1,4,,370/PAA,Nitya Nutan Prakashan,Pune,2009,60,,,
175,Biography,Shrimati Ramabai Ranade-Vyaktti aani karya,"Vidwans,Madhav S.",B.Ed/175,125,1,1,4,,,Majestic Prakashan,Mumbai,1989,337,,,
176,Biography,Dr. Babasaheb Ambedkar,"Keer,Dhananjay",B.Ed/176,250,1,1,4,,891/KIR,Popular Prakashan,Mumbai,1989,558,,,
177,Novel,Painjan,"Adavanta,M.N.",B.Ed/177,70,1,1,4,,891.46/ADV,Sahitya Prasar Kendra ,Nagapur,2000,127,,,
178,Education,Advanced Educationla Psychology,"Mangal,S.K.",B.Ed/178,175,1,1,4,,370.15/MAN,Prentice Hall of India,New Delhi,1994,416,,,
179,Education,Madhyamik Shikshan Sanrachana va Karyapaddhati,"Shivnekar,L.M.",B.Ed/179,60,1,1,4,,370/SHI,Nutan Prakashan,Pune,1992,216,,,
180,Reference,Hindurashtrache Aadya Shilpakar,"Gokhle,Vidyadhar",B.Ed/180,100,1,1,4,,891.46/GOK,Vasant Book Stall,Mumbai,1996,157,,,
181,Reference,Shikshanatil Sanshodhan Abhikalpa,"Pandit,Bansibihari",B.Ed/181,35,1,1,4,,370.78/PAN,Nutan Prakashan,Pune,1989,120,,,
182,Novel,The God of Small Things,"Roy,Arundhati",B.Ed/182,300,1,1,4,,,Meheta Publishing House,Pune,2004,432,,,
183,Education & Reference,The Altimate Teachers Handbook,"Bennett,Hazel",B.Ed/183,295,1,1,5,,370/BEN,Continuum International Publishing Group,New York,2007,253,,,
184,Education & Reference,The Sage Dictionary of Quantitative Management Research,"Moutinho,Luiz;Hutcheson,Graeme",B.Ed/184,,1,1,5,,370/LUI,Sage Publication Lit.,London,2011,346,,,
185,Education & Reference,Knowledge And Curriculam,D'costa Agnes Ronald,B.Ed/185,150,1,1,5,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2016,160,,,
186,Reference,Scale Development,"DeVellis,Robert F.",B.Ed/186,$54 ,1,1,5,,370/ROB,Sage Publication Lit.,Los Angeles,2012,205,,,
187,Reference,Career Opportunities in Education,"Echaore-McDavid,Susan",B.Ed/187,$18.95 ,1,1,5,,370/SUS,Checkmark Books,New York,2000,307,,,
188,Reference,Qualitative Inquiry in Everyday Life ,"Brinkmann,Svend",B.Ed/188,,1,1,5,,370/SVE,Sage Publication Lit.,Los Angeles,2012,197,,,
189,Education & Reference,Research Methodology,"Khasnabis,Ratan;Saha,Suvasis",B.Ed/189,295,1,1,5,,370/KHA,Universites Press,Hyderabad,2015,312,,,
190,Education & Reference,Teaching Quantitative Methods,"Payne,Geoff;Williams,Malcolm",B.Ed/190,,1,1,5,,370/GEO,Sage Publication Lit.,Los Angeles,2011,187,,,
191,Education & Reference,Principles of Education,"Venkateswaran,S.",B.Ed/191,45,1,1,5,,370/VEN,Vikas Publishing House Pvt.Lim.,New Delhi,1993,166,,,
192,Education & Reference,Educational Television,"Passi,B.K.;Goel,D.R.",B.Ed/192,90,1,1,5,,823/PAS,National Psycological Corporation,Agra,1991,126,,,
193,Reference,Hydrabad Mukti Ladhyatil Manyadkhori Vijayi Kargil Shauryagatha,"Dhondage,Keshav Shankar",B.Ed/193,500,1,1,5,,891.46/DHO,Shree shivaji Mofat Education Society,Nanded,2001,1167,,,
194,Education & Reference,Adhyapanachi Pratimane,"Phadake,Vasanti",B.Ed/194,40,1,1,5,,370/PHA,Nutan Prakashan,Pune,,168,,,
195,Reference,Hindutvache Upnishad,"Aachrekar,Aabasaheb",B.Ed/195,200,1,1,5,,891.46/ACH,Manorama Prakashan,Mumbai,1996,296,,,
196,Education & Reference,Shikshakanche Prashikshn,"Parasnis,N.R.",B.Ed/196,90,1,1,5,,371.122/PAR,Nutan Prakashan,Pune,,270,,,
197,Education & Reference,Teaching of Chemistry,"Yadav,M.S.",B.Ed/197,50,1,1,5,,370/YAD,Anmol Publications,New Delhi,1993,249,,,
198,Education & Reference,Non-Verbal Class Room interaction in Teacher Education,"Jain,Rakesh",B.Ed/198,80,1,1,5,,370/JAI,National Psycological Corporation,Agra,1986,196,,,
199,Story,Ho Kinai?,"Jogalekar-Pawar,Madhumati",B.Ed/199,270,1,1,5,,,Madhumati Prakashan,Thane,2012,269,,,
200,Biography,Sampurna Smrutichitre,"Tilak,Luxmibai",B.Ed/200,450,1,1,5,,891.46/TIL,Popular Prakashan,Mumbai,1996,875,,,
201,Biography,Navbharatache Shilpakar Pandit Javaharlal Nehru,"Gadagil,S.R.",B.Ed/201,200,1,1,5,,891.46/GAD,Shalaka Prakashan,Mumbai,1994,414,,,
202,Novel,Gwahi aani Vegali nasaleli Goshta,"Khan,Rajan",B.Ed/202,120,1,1,5,,891/KHA,Magestic Prakashan,Mumbai,2004,174,,,
203,Education & Reference,Manasashatra Tatvancha Adhyapanat Adathala,"Salunkhe,Kavita",B.Ed/203,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2002,89,,,
204,Education & Reference,Shikshakachya Badalatya Bhumika aani Krutishilata-1,Y.C.M.O.U,B.Ed/204,,1,1,5,,370,Y.C.M.O.University,Nashik,2006,99,,,
205,Education & Reference,Adhyapanat Udaharne va Dakhlyancha Vapar Kaushallya,"Patil,Nalini",B.Ed/205,,1,1,5,,371/PAT,Y.C.M.O.University,Nashik,2007,51,,,
206,Reference,Mukta Prashna Kaushallya,"Ghugare,Suhasini",B.Ed/206,,1,1,5,,371/GHU,Y.C.M.O.University,Nashik,2007,53,,,
207,Education,Prabalan Kaushallya,"Sapre,N.R.",B.Ed/207,,1,1,5,,371/SAP,Y.C.M.O.University,Nashik,2007,49,,,
208,Education,Samarop Kaushallya,"Patil,Bajarang Dadaji",B.Ed/208,,1,1,5,,371/PAT,Y.C.M.O.University,Nashik,2007,71,,,
209,Education & Reference,Samasya Nirakaran Paddhati-Marathi,"Kadam,Tejaswini",B.Ed/209,,1,1,5,,370/KAD,Y.C.M.O.University,Nashik,2007,95,,,
210,Education & Reference,Pravas Paddhati-Marathi,"Patil,B.D.;Patil,Vijaya",B.Ed/210,,1,1,5,,370/PAA,Y.C.M.O.University,Nashik,2007,42,,,
211,Education & Reference,Aadhar Paddhati-Marathi,"Barakale,Ramdas;Pichad Nalini",B.Ed/211,,1,1,5,,370/BAR,Y.C.M.O.University,Nashik,2007,91,,,
212,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-2,"Salunkhe,Kavita",B.Ed/212,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,39,,,
213,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-2,"Salunkhe,Kavita",B.Ed/213,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,39,,,
214,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-1,"Salunkhe,Kavita",B.Ed/214,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,50,,,
215,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-1,"Salunkhe,Kavita",B.Ed/215,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,50,,,
216,Education & Reference,Saravasambandhi pratyakshike-1(Pratyakshik Karyafile -3),Y.C.M.O.U,B.Ed/216,,1,1,5,,370/YAS,Y.C.M.O.University,Nashik,2007,179,,,
217,Education & Reference,Saravasambandhi pratyakshike-2(Pratyakshik Karyafile -3),Y.C.M.O.U,B.Ed/217,,1,1,5,,370/YAS,Y.C.M.O.University,Nashik,2007,144,,,
218,Education & Reference,Pathniyojan Kaushallya,"Salunkhe,Kavita;Suravase,Magan",B.Ed/218,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2006,152,,,
219,Education & Reference,Saidhhantik Bhagavaril Pratyaskhike-1,Y.C.M.O.U,B.Ed/219,,1,1,5,,370/YAS,Y.C.M.O.University,Nashik,2007,26,,,
220,Education & Reference,Pratyabharnasathi Adhyapan Kruti kaushallya,"Ghugare,Suhasini",B.Ed/220,,1,1,5,,371/GHU,Y.C.M.O.University,Nashik,2007,99,,,
221,Education & Reference,Sukshma Adhyapan Naidanik Drushtikon : Nidan Prakriya,"Salunkhe,Kavita",B.Ed/221,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2006,27,,,
222,Education & Reference,Shodhak Prashna Kaushalya,"Salunkhe,Kavita",B.Ed/222,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2007,37,,,
223,Education & Reference,Shaikshanik Sadhannancha Vapar,"Naykavade,Umaji",B.Ed/223,,1,1,5,,371/NAY,Y.C.M.O.University,Nashik,2007,48,,,
224,Education & Reference,Chetak Badal Kaushallya,"Kulkarni,V.G.",B.Ed/224,,1,1,5,,371/KUL,Y.C.M.O.University,Nashik,2007,31,,,
225,Education & Reference,Mulbhut Prashnnapaddhati Kaushallya,"Salunkhe,Kavita",B.Ed/225,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2007,36,,,
226,Education & Reference,Aashayyukta Adhyapan Paddhati(Mulbhut),"Salunkhe,Kavita",B.Ed/226,,1,1,5,,370/SAA,Y.C.M.O.University,Nashik,2007,151,,,
227,Education & Reference,Saravasathi Namuna Prashnapatrika va Uttarlekhan Margadarshika,"Salunkhe,Kavita;Paikrao,Vijaykumar",B.Ed/227,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,70,,,
228,Education & Reference,Saravapath Nirikshan Mahitipustika,"Salunkhe,Kavita",B.Ed/228,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,107,,,
229,Education & Reference,Saravapath Nirikshan Mahitipustika,"Salunkhe,Kavita",B.Ed/229,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,107,,,
230,Education & Reference,Vyakhyaan Paddhati,"Joshi,Anant;Mahale,Sanjivani",B.Ed/230,,1,1,5,,370/JOS,Y.C.M.O.University,Nashik,2007,46,,,
231,Education & Reference,Shikshakachya Badalatya Bhumika aani Krutishilata-2,Y.C.M.O.U,B.Ed/231,,1,1,5,,370/JAA,Y.C.M.O.University,Nashik,2007,71,,,
232,Education & Reference,Educational Technology,"Rao,Usha",B.Ed/232,80,1,1,6,,370.15/RAO,Himalaya Publishing House Pvt. Lim.,Mumbai,1997,237,,,
233,Education & Reference,Shikshanik Tantravidnyan,"Oak,Suman",B.Ed/233,35,1,1,6,,601/OAK,Shree Vidya Prakashan,Pune,1984,164,,,
234,Education & Reference,"Udayonnmukh Bhartiya Samaj,Sanskruti Aani Shikshan","Kulkarni,Vishwambar;Kaldate,Sudha",B.Ed/234,150,1,1,6,,370/KUL,Shree Vidya Prakashan,Pune,1994,288,,,
235,Education & Reference,The Teaching of Mathematics,"Sidhu,Kulbir Singh",B.Ed/235,40,1,1,6,,510/SID,Sterling Publishers Private Lim.,New Delhi,1990,382,,,
236,Education & Reference,Statistics in Psychology and Education,"Mangal,S.K.",B.Ed/236,75,1,1,6,,370.15/MAN,Tata McGraw Hill Publishing Com. Lim.,New Delhi,1987,244,,,
237,Education & Reference,Shikshanik Manasashastra,"Karandikar,Suresh",B.Ed/237,150,1,1,6,,370.15/KAR,Phadake Prakashan,Kolhapur,2001,400,,,
238,Education & Reference,Udayonnmukh Bhartiya Samajatil Shikshan va Shikshak,"Aher,Hira",B.Ed/238,140,1,1,6,,370.19054/AHE,Vidya Prakashan,Nagapur,1995,314,,,
239,Education & Reference,Bhartatil Shikshanik Aayog Va Samitya,"Ghormode,K.U.;Ghormode,K",B.Ed/239,200,1,1,6,,370/GHO,Vidya Prakashan,Nagapur,2007,188,,,
240,Education & Reference,Shaikshanik Tantravidnyan Aani Vyavasthapan,"Shevtekar,Sharda",B.Ed/240,300,1,1,6,,370.15/SAO,Vidya Prakashan,Nagapur,2005,240,,,
241,Education & Reference,Advanced Educationla Psychology,"Chauhan,S.S.",B.Ed/241,85,1,1,6,,370/15/CHA,Vikas Publishing House Pvt.Lim.,New Delhi,1992,542,,,
242,Novel,Shala,"Bokil,Milind",B.Ed/242,200,1,1,6,,,Mauj Prakashan gruha,Mumbai,2010,303,,,
243,Education & Reference,Child Psychology and Child Guidance,"Kale,S.V.",B.Ed/243,95,1,1,6,,155.4/KAL,Himalaya Publishing House Pvt. Lim.,Mumbai,2002,276,,,
244,Education & Reference,Methodology of Teaching of English,"Ghormode,K.U.",B.Ed/244,200,1,1,6,,370/GHO,Vidya Prakashan,Nagapur,2008,187,,,
245,Education & Reference,English Grammar,"Kale,B.S.",B.Ed/245,30,1,1,6,,891/KAL,Pragati Prakashan,Mumbai,,261,,,
246,Education & Reference,Educational Technology,"Bengalee,Coomi D.",B.Ed/246,22,1,,6,,600/BEN,Sheth Publishers,Bombay,1986,264,,,
247,Education & Reference,Educational Technology,"Bengalee,Coomi D.",B.Ed/247,22,1,,6,,600/BEN,Sheth Publishers,Bombay,,266,,,
248,Education & Reference,Shaikshanik Tantravidnyan,"Pandav,Anita Girish",B.Ed/248,60,1,,6,,601/PAN,Das Ganu Prakashan,Nagapur,2009,76,,,
249,Education & Reference,Technique and Methods of Teaching,"Rai,B.C.",B.Ed/249,60,1,,6,,370/RAI,Prakashan Kendra,Lucknow,1998,77,,,
250,Education & Reference,Educational Technology,"Rao,Usha",B.Ed/250,60,1,,6,,600/RAO,Himalaya Publishing House Pvt. Lim.,Bombay,1994,237,,,
251,Education & Reference,Shaikshanik Samajshatra,"Hakim,Prabhakar",B.Ed/251,75,1,,6,,301/HAK,Nitya Nutan Prakashan  ,Pune,2007,132,,,
252,Education & Reference,Bhartiya Shikshan Pranalicha Vikas,"Patil Preeti; Shevtekar,Sharda",B.Ed/252,110,1,,6,,371/PAT,Phadake Prakashan,Kolhapur,2004,189,,,
253,Education & Reference,Pragat Shikshanik Samajshatra,"Dunakhe,Arvind;Deshpande,Leena",B.Ed/253,120,1,,6,,370/DUN,Nitya Nutan Prakashan,Pune,2005,340,,,
254,Education & Reference,Vartaman Shikshanatil Vicharpravah,"Nankar,P.L.; Shirode,Sangita",B.Ed/254,105,1,,6,,371.11/NAN,Nitya Nutan Prakashan,Pune,2010,230,,,
255,Education & Reference,Shikshanik Manasashastra,"Pandit,R.V.",B.Ed/255,425,1,,6,,370.15/PAN,Pimplapure & Company publishers,Nagapur,2009,560,,,
256,Education & Reference,Anudeshan Pranali,"Nagamoti,Pankaj",B.Ed/256,140,1,,6,,370.1/NAA,Grishma Prakashan,Nashik,2008,216,,,
257,Education & Reference,Education in India Today and Tomorrow,"Mukerji,S.N.",B.Ed/257,40,1,,6,,370/MUK,Vinod Pustak Mandir,Agra,1992,178,,,
258,Education & Reference,Education in India Today and Tomorrow,"Mukerji,S.N.",B.Ed/258,,1,,6,,370/MUK,Vinod Pustak Mandir,Agra,1992,178,,,
259,Education & Reference,Prachin Bharat me Nari,"Mishr,Urmila Prakash",B.Ed/259,70,1,,6,,907/MIS,Madhyapradesh Hindi Granth Academy,Bhopal,2002,296,,,
260,Education & Reference,Shikshan Shketratil Vicharvant,"Pawar,N.G.",B.Ed/260,60,1,,6,,371/PAW,Nutan Prakashan,Pune,1995,159,,,
261,Education & Reference,Subodh Shaikshanik va Prayogik Manasashatra,"Nankar,P.L.; Shirode,Sangita",B.Ed/261,200,1,,6,,370.15/NAN,Nitya Nutan Prakashan,Pune,2005,442,,,
262,Education & Reference,Educational and Vocational Guidance in Secondary Schools,"Kochhar,S.K.",B.Ed/262,45,1,,6,,371.4/KOC,Sterling Publishers Private Lim.,New Delhi,1990,479,,,
263,Education & Reference,Educational and Vocational Guidance in Secondary Schools,"Kochhar,S.K.",B.Ed/263,45,1,,6,,371.4/KOC,Sterling Publishers Private Lim.,New Delhi,1990,479,,,
264,Education & Reference,English Grammar,"Kale,B.S.",B.Ed/264,30,1,,6,,371.260/KAL,Pragati Prakashan,Mumbai,,261,,,
265,Education & Reference,Teaching Social Studies in Elementary Schools,"Khan,M.A.",B.Ed/265,185,1,,6,,,Commonwealth Publishers,New Delhi,2007,302,,,
266,Education & Reference,The Counseling Process,"Patterson,Lewis E.;Welfel,Elizabeth Reynolds",B.Ed/266, ,1,,6,,370/PAT,Brooks/Cole,Australia,2000,369,,,
267,Education & Reference,Guidance and Councelling in colleges and Universities,"Kochhar,S.K.",B.Ed/267,100,1,,6,,601/KOC,Sterling Publishers Private Lim.,New Delhi,2000,462,,,
268,Education & Reference,Guidance and Councelling in colleges and Universities,"Kochhar,S.K.",B.Ed/268,100,1,,6,,601/KOC,Sterling Publishers Private Lim.,New Delhi,2000,462,,,
269,Education & Reference,Shikshanik aani Vyavsaik Margadarshan,"Pimpalkhare,M.H.",B.Ed/269,30,1,,6,,370.76/PIM,Pune Vidyarthi Gruha Prakashan,Pune,1991,113,,,
270,General,shabbas Lakadya,"Matkari,Ratnakar",B.Ed/270,60,1,,6,,891/MAT,Popular Prakashan,Mumbai,2001,45,,,
271, Reference,Portuguese Rajvatitil Swatantra Ladhychi Pane(1510-1947),"Sukhatankar,Jagannath S.",B.Ed/271,90,1,,6,,891/SUK,Gomantak Marathi Academi,Goa,1992,175,,,
272,Education & Reference,Shikshanik va Vyavsaik Margadarshan aani Samupadeshan,"Dunakhe,Arvind",B.Ed/272,145,1,,6,,370.76/DUN,Nitya Nutan Prakashan,Pune,2006,303,,,
273,Education & Reference,Shikshanik va Vyavsaik Margadarshan aani Samupadeshan,"Dunakhe,Arvind",B.Ed/273,100,1,,6,,370.76/DUN,Nitya Nutan Prakashan,Pune,2010,226,,,
274,Education & Reference,Educational and Vocational Guidance in Secondary Schools,"Kochhar,S.K.",B.Ed/274,45,1,,6,,371.141/KOC,Sterling Publishers Private Lim.,New Delhi,1990,479,,,
275,Education & Reference,Vyavasay Margadarshan aani Sallakarya,"Patki,S.M",B.Ed/275,70,1,,6,,370.113/PAT,Milind Prakashan ,Aurangabad,1984,355,,,
276,General,Croshache Vinkam,"Kale,Pratibha",B.Ed/276,100,1,,6,,370/KAL,Rohan Prakashan,Mumbai,1996,132,,,
277,General,Surve Yanche Vidyapeeth,"Rajapure,Pushpa",B.Ed/277,150,1,,6,,891.46/RAJ,Sandarbha Prakashan,Thane,1993,306,,,
278,Education & Reference,Education (UGC. NET/SLET),"Singh,Nageshwar; Gupta,Vinay",B.Ed/278,440,1,,6,,370/SIN,Bookhive (India),New Delhi,,728,,,
279,Education & Reference,General Studies Manual,"Chand,Tara",B.Ed/279,225,1,,6,,601/CHA,Tata McGraw Hill Publishing Com. Lim.,New Delhi,1993,A-1/L-83,,,
280,Education & Reference,Paryavaran Shikshan,"Bhandarkar,K.M.",B.Ed/280,165,1,,7,,370/BHA,Nitya Nutan Prakashan,Pune,2007,348,,,
281,Education & Reference,Paryavaran Shikshan,"Patil,Gajanan",B.Ed/281,30,1,,7,,551/PAT,Nirali Prakashna,Pune,1999,124,,,
282,Education & Reference,Paryavaran Shikshan,"Bhandarkar,K.M.",B.Ed/282,165,1,,7,,370/BHA,Nitya Nutan Prakashan,Pune,2007,348,,,
283,Education & Reference,Paryavaran Shikshan,"Parasanis,Hemlata; Bahulikar,Jayashree",B.Ed/283,120,1,,7,,551/PAA,Nitya Nutan Prakashan,Pune,2008,212,,,
284,Education & Reference,Shaleya Vyavasthapan Sahikshanik Sanrachana Aani Adhunik Vichar Pravah,"Nagtode,Kiran",B.Ed/284,250,1,,7,,370/NAA,Vidya Prakashan,Nagapur,2006,353,,,
285,Education & Reference,Shaleya Vyavasthapan Prashasan Sanghatan va Niyojan,"Dunakhe,Arvind",B.Ed/285,210,1,,7,,371.2/DUN,Nitya Nutan Prakashan,Pune,2007,456,,,
286,Education & Reference,"Pragat Shaikshanik Vyavasthapan,Prashasan va Vittavyavahar","Dunakhe,Arvind;Parasnis Hemlata",B.Ed/286,250,1,,7,,372.3/DUN,Nitya Nutan Prakashan,Pune,2009,544,,,
287,Education & Reference,"Pragat Shaikshanik Vyavasthapan,Prashasan va Vittavyavahar","Dunakhe,Arvind;Parasnis Hemlata",B.Ed/287,210,1,,7,,372.3/DUN,Nitya Nutan Prakashan,Pune,2007,506,,,
288,Education & Reference,Shaley Vyavasthapan,"Jadhav,M.L.;Mane,R.R.",B.Ed/288,110,1,,7,,371.2/JAD,Phadake Prakashan,Kolhapur,2002,208,,,
289,Education & Reference,Shaleya Vyavasthapan Sahikshanik Sanrachana Aani Adhunik Vichar Pravah,"Nagtode,Kiran",B.Ed/289,250,1,,7,,370/NAA,Vidya Prakashan,Nagapur,2006,353,,,
290,Education & Reference,Shikshak Prashikshan,"Dunakhe,Arvind",B.Ed/290,190,1,,7,,371/DUN,Nitya Nutan Prakashan,Pune,2009,498,,,
291,Education & Reference,"Pragat Shaikshanik Vyavasthapan,Prashasan va Vittavyavahar","Dunakhe,Arvind;Parasnis Hemlata",B.Ed/291,250,1,,7,,372.3/DUN,Nitya Nutan Prakashan,Pune,2009,544,,,
292,Education & Reference,Shikshak Shikshan,"Pandit,B.B.;Patil Nalini",B.Ed/292,225,1,,7,,371.122/PAN,Pimplapure & Company publishers,Nagapur,2009,264,,,
293,Education & Reference,Shaikshik Takniki ke Mul Tatva evam Prabandh,"Shukla,C.S.",B.Ed/293,135,1,,7,,601/SAU,Dhanpat Rai Publishing Company,New Delhi,2008,423,,,
294,Education & Reference,Shikshakache Adhyayan-Adhyapan,Kulkarni Shalini,B.Ed/294,50,1,,7,,370/KUL,Nitya Nutan Prakashan,Pune,2009,98,,,
295,General,Education for Peace,"Rao,Usha",B.Ed/295,110,1,,7,,370/RAO,Himalaya Publishing House Pvt. Lim.,Mumbai,2012,162,,,
296,Education & Reference,Education in Emerging Indian Society,"Walia,J.S.",B.Ed/296,470,1,,7,,,Pal Publishers,Punjab,2006,1011,,,
297,Education & Reference,The Indian Teacher Educator,"Goyal,J.C.",B.Ed/297,60,1,,7,,370/GOY,National Psycological Corporation,Agra,1985,184,,,
298,Education & Reference,Praoudh Shikshan Anaupacharik Shikshan va Nirantar Shikshan,"Bobe,B.S.",B.Ed/298,40,1,,7,,370/BAA,Nutan Prakashan,Pune,,144,,,
299,General,Shikshan va Adhyapak Shikshan,"Kakkad,Guruprasad;Gaikwad,Shashi",B.Ed/299,150,1,,7,,371/122/KAK,Nitya Nutan Prakashan,Pune,2008,323,,,
300,Reference,Praudhshikshan? Che che Yuvashikshan ,"Marathe,Kalidas Balkrishna",B.Ed/300,40,1,,7,,370/MAR,Vishwabharti Prakashan,Pune,1998,72,,,
301,General,Origami,"Mahajan,Ratnakar",B.Ed/301,225,1,,7,,891/MAH,Jyotsna Prakashan,Pune,2012,126,,,
302,Education & Reference,Legal Aspects of Educational Administration-II,"Hajeri,Shantilal",B.Ed/302,302,1,,7,,,Symbiosis Centre for Distance Learning,Pune,,476,,,
303,Education & Reference,Mahavidyalay - Samagra Gunvatta Vyavasthapan,"Mahamane,Luxman",B.Ed/303,750,1,,7,,370.195/MAH,Vidya-Pritam Prakashan,Pune,2010,816,,,
304,Education & Reference,Bhartatil Shikshanik Aayog Va Samitya,"Naravane,Meenal",B.Ed/304,130,1,,7,,370/NAR,Nutan Prakashan,Pune,2005,306,,,
305,Education & Reference,"Quality and Management of School Education, B.Ed.-II","Waykule,Prasad;Gaikwad,Anjali",B.Ed/305,225,1,,7,,,Success Publicatins,Pune,2016,1.1-4.50,,,
306,Education & Reference,"Understanding Disciplines and Pedagogy of School Subject-Commerce, B.Ed.- II","Gaikwad,Anjali;Patil,Jayashree",B.Ed/306,170,1,,7,,,Success Publicatins,Pune,2016,1.1-4.39,,,
307,Education & Reference,Learning & Teaching,"Sharma,S.B.",B.Ed/307,150,1,,7,,,Rakhi Prakashan Pvt.Ltd.,Agra,2016,199,,,
308,Education & Reference,Shikshan va Adhyapak Shikshan,"Kakkad,Guruprasad;Gaikwad,Shashi",B.Ed/308,230,1,,7,,371.122/KAK,Nutan Prakashan,Pune,1995,342,,,
309,Education & Reference,Shikshan va Adhyapak Shikshan,"Kakkad,Guruprasad;Gaikwad,Shashi",B.Ed/309,230,1,,7,,371.122/KAK,Nutan Prakashan,Pune,1995,342,,,
310,Education & Reference,Shikshakanche Prashikshan,"Parasnis,N.R.",B.Ed/310,90,1,,7,,370/PAR,Nutan Prakashan,Pune,1993,263,,,
311,Education & Reference,Teacher Education in India Vol-II,"Sharma,S.R.",B.Ed/311,900,1,,7,,373/SHA,Anmol Publications,New Delhi,1992,650,,,
312,Education & Reference,Principles of Teaching,"Chand,Tara",B.Ed/312,55,1,,7,,371.141/TAR,Anmol Publications,New Delhi,1994,266,,,
313,Education & Reference,Adhyapak Shiksha,"Sharma,R.A.",B.Ed/313,60,1,,7,,370/SAM,Layal Book Depot,Merath,1993,464,,,
314,Education & Reference,Sukshmadhhyapan ,"Khatal,Mohan",B.Ed/314,100,1,,7,,370/KAT,Nitya Nutan Prakashan,Pune,2008,184,,,
315,Education & Reference,A Resume on-Some Vital Issues of Teacher Education,"Jain,G.R.",B.Ed/315,100,1,,7,,37/JAN,Haresh and Bipin Publication,Mumbai,1998,97,,,
316,Education & Reference,School Teaching,"Khan,Mohammad Sharif; Akbar,Syed Rashid",B.Ed/316,100,1,,7,,371/KHA,A.P.H. Publishing Corporation,New Delhi,2004,108,,,
317,Education & Reference,Methods of Teaching,"Reddy,Jayaprakash R.",B.Ed/317,100,1,,7,,371/RED,A.P.H. Publishing Corporation,New Delhi,2004,102,,,
318,Education & Reference,Programmed Learning,"Chopra,Punam",B.Ed/318,95,1,,7,,370/CHO,A.P.H. Publishing Corporation,New Delhi,2005,118,,,
319,Education & Reference,Education for Values,"Rao,Usha",B.Ed/319,120,1,,7,,370/RAO,Himalaya Publishing House Pvt. Lim.,Mumbai,2011,158,,,
320,Education & Reference,Shikshak Shikshan,"More,Chandrakant;Bhilegaonkar,Sadanand",B.Ed/320,200,1,,7,,,Nitya Nutan Prakashan,Pune,2009,437,,,
321,Education & Reference,Teacher Education ,"Tomar,Monika; Sarita",B.Ed/321,160,1,,7,,,Isha Books,Delhi,2006,310,,,
322,Education & Reference,Shikshakanche Prashikshan,"Parasnis,N.R.",B.Ed/322,130,1,,7,,,Nitya Nutan Prakshan,Pune,2009,292,,,
323,Education & Reference,Shikshak Shikshan,"Chavan,Kishor;Esave,Madhuri",B.Ed/323,180,1,,7,,,Insit Publication,Nashik,2010,267,,,
324,Education & Reference,Teacher Education,"Sudarshan,K.N.;Singh,U.K.",B.Ed/324,165,1,,7,,,Discovery Publishing House,New Delhi,2006,295,,,
325,Education & Reference,Shikshak Shikshan,"More,Chandrakant;Bhilegaonkar,Sadanand",B.Ed/325,,1,,7,,,Nitya Nutan Prakashan,Pune,,,,,
326,Education & Reference,Education in India ,"Chakraborty,Shitangshu Kumar",B.Ed/326,240,1,,7,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2013,274,,,
327,Education & Reference,Advanced Methods of Teaching,"Kumar,Pradeep T.",B.Ed/327,125,1,,7,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2012,226,,,
328,Education & Reference,Advanced Methods of Teaching,"Kumar,Pradeep T.",B.Ed/328,125,1,,7,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2012,226,,,
